Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2018-0252-CHN,2018,0252,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,"Tianshui, Zhangye, Pingliang (Gansu province)",,,,,,,,,Km2,,,,,2018,7,10,2018,7,11,16,,1519000,,1519000,,,530689,98.21999062
2018-0369-CHN,2018,0369,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,2018,8,29,2018,9,5,18,,11400,,11400,,,790000,98.21999062
2018-0185-CIV,2018,0185,Natural,Hydrological,Flood,,,,Kill,Côte d’Ivoire,CIV,Western Africa,Africa,"Abobo, Adjamé, Attécoubé, Cocody, Kumasi, Yopougon districts (Abidjan); Tiassalé, Toulepleu, San Pedro",Torrential rains,,,,,,,,Km2,,,,,2018,6,18,2018,6,19,20,,25000,,25000,,,,98.21999062
2018-0435-CMR,2018,0435,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Cameroon,CMR,Middle Africa,Africa,"North, Far North, Central, Littoral region",,,,,,,,,Vaccinated,,,,,2018,5,18,2018,11,23,57,942,,,942,,,,98.21999062
2018-9277-CRI,2018,9277,Natural,Climatological,Drought,Drought,,,Declar,Costa Rica,CRI,Central America,Americas,,El NIno,,,,,,,,Km2,,,,,2019,3,,2019,3,,,,,,,,,,98.21999062
2018-0373-CUB,2018,0373,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Michael,SigDam,Cuba,CUB,Caribbean,Americas,"Sandino, San Juan municipalities (Pinar del Rio province)",,,,,,,,,Kph,,,,,2018,10,10,2018,10,11,,,540,,540,,,,98.21999062
2018-0061-CZE,2018,0061,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Czech Republic (the),CZE,Eastern Europe,Europe,,,,,,,,,,°C,,,,,2018,2,23,2018,2,28,3,,,,,,,,98.21999062
2018-0235-DEU,2018,0235,Natural,Meteorological,Extreme temperature,Heat wave,,,Waiting,Germany,DEU,Western Europe,Europe,,,,,,,,,38,°C,,,,,2018,7,,2018,7,,,,,,,,,,98.21999062
2018-0280-DOM,2018,0280,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Beryl',Affected,Dominican Republic (the),DOM,Caribbean,Americas,San Cristóbal and Santo Domingo provinces,,,,,,,,,Kph,,,,,2018,7,9,2018,7,11,,,,8000,8000,,,,98.21999062
2018-0218-DOM,2018,0218,Natural,Hydrological,Flood,,,,Affected,Dominican Republic (the),DOM,Caribbean,Americas,"San Cristóbal Province, Santo Domingo Province, Distrito Nacional",Tropical Storm Beryl,,,,,,,21590,Km2,19.018,-69.704,,,2018,7,9,2018,7,11,,,7390,,7390,,,,98.21999062
2018-0162-DZA,2018,0162,Natural,Hydrological,Flood,Flash flood,,,Affected,Algeria,DZA,Northern Africa,Africa,"Tiaret, El-Bayadh",Torrential Rain,,,,,,,132889,Km2,33.907,3.215,,,2018,4,24,2018,4,28,6,,200,,200,,,,98.21999062
2018-0235-ESP,2018,0235,Natural,Meteorological,Extreme temperature,Heat wave,,,Waiting,Spain,ESP,Southern Europe,Europe,,,,,,,,,47,°C,,,,,2018,8,,2018,8,,9,,,,,,,,98.21999062
2019-0073-BOL,2019,0073,Natural,Hydrological,Flood,,,,Kill,Bolivia (Plurinational State of),BOL,South America,Americas,"Chuquisaca, La Paz, Potosí, Oruro, Cochabamba, Tarija, Pando, Beni, Santa Cruz departments","Heavy rain and thunderstorms, El Nino",Storm,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,,2019,2,24,2019,4,10,60,,335540,,335540,,,,100
2019-0050-AFG,2019,0050,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Kohistan district (Badakhshan province),,Industrial accidents,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2019,1,6,2019,1,6,30,,,,,,,,100
2019-0387-CHN,2019,0387,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone Lekima (Hanna),Kill,China,CHN,Eastern Asia,Asia,Zhejiang and Shandong provinces,,"Slide (land, mud, snow, rock)",Flood,,,,,175,Kph,,,,,2019,8,10,2019,8,12,72,,108000,,108000,,,10000000,100
2019-0337-BGD,2019,0337,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Kurigram, Gaibandha, Lalmonirhat, Chattogram, Bandarban, Rangamati, Sylhet, Sunamganj, Bogura, Nilphamari, Khagrachari, Cox’s Bazar, Feni, Netrokona, Sirajganj, Jamalpur, Tangail, Moulavibazar, Habiganj, Sherpur, Brahmanbaria, Chandpur, Faridpur, Madaripur, Manikganj, Munshiganj, Rajbari, Shariatpur districts",Monsoon rains,"Slide (land, mud, snow, rock)",Lightening,,,,,,Km2,,,,"Brahmapoutre, Jamuna and Tista rivers",2019,7,7,2019,7,28,114,,7600000,,7600000,,,75000,100
2019-0216-AFG,2019,0216,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,"Kishim, Argo, Shahri Buzurg and Tishkan districts, Badakhshan province.",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,6,11,2019,6,11,3,,,,,,,,100
2019-0082-AFG,2019,0082,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Zheri, Dand,Damand, Arghandab, Spinboldak,Takhtapu, Panjwai, Boldack, Shah Wali Kot Districts (Kandahar province); Shandand district (Herat province); Ab Kamari; Bala Murghab, Jawand, Qala-e-Naw distrits (Farah province); Zaazi Aryoub district Marikhil village and Wazi Zadran district (Paktia province); Mandozai, Bak, Ali Shir, Sabri districts and Khost City (Khost province); Sayed Abaad, Daimir daad, Jalriz districts (Wardak province); Kunar, Zabul, Nimroz, provinces Chaparhaar District, Guldara Dowlatzai Village, Surkh Rood District, Bakhtaan Village, Angoor Bagh area of Jalal Abaad, Haska Mina district Dowlatkhil Village (Nangarhar province); Hilmand, Laghman provinces",,"Slide (land, mud, snow, rock)",,,,,,441236,Km2,31.991,67.078,,,2019,3,2,2019,3,,63,,122600,6500,129100,,,,100
2019-0287-BIH,2019,0287,Natural,Hydrological,Flood,,,,Affected,Bosnia and Herzegovina,BIH,Southern Europe,Europe,Tuzla,Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,27245,Km2,44.089,19.298,,,2019,6,1,2019,6,25,,,159,,159,,,,100
2019-0100-BRA,2019,0100,Natural,Hydrological,Flood,,,,Kill,Brazil,BRA,South America,Americas,"São Paulo, São Bernardo do Campo, Ribeirão Pires, Suzano (Sao Paulo)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,20310,Km2,-23.539,-46.124,,,2019,3,10,2019,3,11,12,6,1300,,1306,,,,100
2019-0146-BRA,2019,0146,Natural,Hydrological,Flood,,,,Waiting,Brazil,BRA,South America,Americas,"Rio de Janeiro, Maranhao, Piaui, Sao Paulo states",Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2019,4,8,2019,4,9,10,,4500,,4500,,,,100
2019-0368-BRA,2019,0368,Natural,Hydrological,Flood,,,,Kill,Brazil,BRA,South America,Americas,Metropolitan Region of Recife,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,23,2019,7,24,12,,,,,,,,100
2019-0159-COL,2019,0159,Natural,Hydrological,Flood,,,,Kill,Colombia,COL,South America,Americas,"Antioquia, Nariño, Cauca, Cundinamarca, Huila, Caldas, Caquetá",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,4,7,2019,4,15,14,,1647,,1647,,,,100
2019-0015-ESP,2019,0015,Natural,Hydrological,Flood,Riverine flood,,,SigDam,Spain,ESP,Southern Europe,Europe,Asturies,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,6802,Km2,43.284,-6.225,,Tineo,2019,1,22,2019,1,25,4,,,,,,29000,58000,100
2019-0171-CAN,2019,0171,Natural,Hydrological,Flood,,,,Affected,Canada,CAN,Northern America,Americas,"Ontario, Nouveau-Brunswick, Quebec",Incresaing temperatures and heavy rains,Broken Dam/Burst bank,,,,,,,Km2,,,,"St Lawrence, St John rivers",2019,4,27,2019,5,5,1,,19500,,19500,,210000,800000,100
2019-0008-ARG,2019,0008,Natural,Hydrological,Flood,,,,Affected,Argentina,ARG,South America,Americas,"Corrientes, Santiago del Estero, Chaco, Tucumán, Santa Fe, Entre Ríos provinces",Heavy rain,Storm,,,,,,,Km2,,,,,2019,1,11,2019,1,17,4,,31451,,31451,,,,100
2019-0008-BRA,2019,0008,Natural,Hydrological,Flood,,,,Affected,Brazil,BRA,South America,Americas,"Alegrete, Santana da Boa Vista, Quaraí , Bagé and Lavras do Sul Municipalities municipalities (Rio Grande do Sul State)",,Storm,,,,Yes,,,Km2,,,,,2019,1,11,2019,1,11,4,,10000,,10000,,,,100
2019-0301-ESP,2019,0301,Natural,Hydrological,Flood,Flash flood,,,Declar,Spain,ESP,Southern Europe,Europe,"Tafalla, Ezprogui (Autonomous Community of Navarre)",Heavy rains,Storm,,,,Yes,,,Km2,,,,Cidacos River,2019,7,8,2019,7,8,1,,,,,,,,100
2019-0084-AUS,2019,0084,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Affected,Australia,AUS,Australia and New Zealand,Oceania,Gippsland region (South-east Victoria state),Heat wave and lighthening,Heat wave,,,,,,,Km2,,,,,2019,3,1,2019,3,20,,,600,27,627,,,,100
2019-0165-COM,2019,0165,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Kenneth',Kill,Comoros (the),COM,Eastern Africa,Africa,"Grande Comore, Moheli, Anjouan islands",,Flood,,,Yes,,,185,Kph,,,,,2019,4,24,2019,4,25,8,180,345131,,345311,,,,100
2019-0283-ECU,2019,0283,Natural,Hydrological,Landslide,Landslide,,,Affected,Ecuador,ECU,South America,Americas,"Banos de Agua Santa (Tungurahua province, central Ecuador); Juive Grande",Heavy rains,Flood,,,,,,,,,,,,2019,6,22,2019,6,22,2,,145,,145,,,,100
2019-0186-ESP,2019,0186,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,Spain,ESP,Southern Europe,Europe,"Valencia; Xabia, Denia municipalities (Alicante)",,Flood,,,,,,100,Kph,,,,,2019,4,18,2019,4,22,,,320,,320,,,,100
2019-0001-AUT,2019,0001,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,Austria,AUT,Western Europe,Europe,"Land du Vorarlberg, alpes salzbourgeoises, Land de Styrie",,"Avalanche (Snow, Debris)",,,,,,,Kph,,,,,2019,1,5,2019,1,16,11,,,,,,,,100
2019-0001-CHE,2019,0001,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,Switzerland,CHE,Western Europe,Europe,"Alpes valaisannes, Verbier, Mont-Rogneux",,"Avalanche (Snow, Debris)",,,,,,,Kph,,,,,2019,1,13,2019,1,15,4,,,,,,,,100
2019-0044-DZA,2019,0044,Natural,Meteorological,Extreme temperature,Cold wave,,,Affected,Algeria,DZA,Northern Africa,Africa,"Tizi Ouzou, Medea, Setif, Bourdj Bouriridj, Batna, Bejaia Bouira, Boumerdes, Jijel (northern governorates); Oum El Bouaghi, El Bayedh, Khanchela (high plateau North-East); Naama governortae (West)",,Snow/ice,,,,,,,°C,,,,,2019,1,11,2019,3,22,8,25,125000,,125025,,,,100
2019-0255-AFG,2019,0255,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Kabul, Parwan, Ghour, Herat, Bamyan, Ghazni",Heavy rains,,,,,,,133360,Km2,34.668,67.894,,,2019,5,22,2019,5,27,24,11,550,,561,,,,100
2019-0125-AFG,2019,0125,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Herat, Ghoryan, Koh Zor, Rubat Sangi , Zinda Jan Districts, (Herat Province); Faryab, Balkh, Badhis",Heavy rains,,,,,,,,Km2,,,,,2019,3,18,2019,3,26,35,,,,,,,,100
2019-0143-AFG,2019,0143,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Obey, Kohsan, Karrokh, Shindand, Guzara districts (Herat)",,,,,,,,,Km2,,,,,2019,3,30,2019,4,15,16,6,,1275,1281,,,,100
2019-0070-AGO,2019,0070,Natural,Hydrological,Flood,Flash flood,,,Affected,Angola,AGO,Middle Africa,Africa,"Cangadala, Cambundi-Catembo, Quirima (Malanje province); Luanda province",Heavy rains,,,,,,,,Km2,,,,,2019,2,20,2019,2,28,11,,,4255,4255,,,,100
2019-0123-AGO,2019,0123,Natural,Hydrological,Flood,,,,Kill,Angola,AGO,Middle Africa,Africa,"Benguela, Luanda, Huíla, Zaire Provinces",Heavy rains,,,,,,,,Km2,,,,,2019,3,16,2019,3,22,19,,795,280,1075,,,,100
2019-0232-ALB,2019,0232,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Albania,ALB,Southern Europe,Europe,Korçë county,,,,,,,,5,Richter,40.501,20.722,06:26,,2019,6,1,2019,6,1,,4,300,,304,,,,100
2019-0444-ALB,2019,0444,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Albania,ALB,Southern Europe,Europe,"Durres, Tirana Counties",,,,,,,,6,Richter,41.381,19.454,16:04,,2019,9,21,2019,9,21,,108,4500,,4608,,,45000,100
2019-0185-ARG,2019,0185,Natural,Hydrological,Flood,,,,Affected,Argentina,ARG,South America,Americas,"Resistencia, Barranqueras, General Pinedo, Charata, Las Breñas, Saenz Peña, Corrientes cities (Chaco, Formosa, Corrientes provinces)",Heavy rains,,,,,,,,Km2,,,,,2019,4,23,2019,4,23,2,,1800,,1800,,,,100
2019-0206-ARG,2019,0206,Natural,Hydrological,Flood,,,,Affected,Argentina,ARG,South America,Americas,"General Taboada, Juan Felipe Ibarra, Belgrano Departments (Santiago del Estero Province)",Hevy rainfall,,,,,,,,Km2,,,,,2019,5,10,2019,5,20,,,2100,,2100,,,,100
2019-0319-ARM,2019,0319,Natural,Meteorological,Storm,Convective storm,Hail,,Affected,Armenia,ARM,Western Asia,Asia,"Karnut, Saratak, Hovit, Basen, Arevik, Jradzor, Tshoghamarg, Goghovit, Gtashen, Hoghmik, Lernaghyugh, Torosgyugh, Hovtun, Amasia (Shirak region)",,,,,,,,,Kph,,,,,2019,6,27,2019,6,27,,,11700,,11700,,,,100
2019-0028-AUS,2019,0028,Natural,Hydrological,Flood,Riverine flood,,,SigDis,Australia,AUS,Australia and New Zealand,Oceania,"Townsville, Daintree, Giru (Queensland)",Heavy rains,,,,,Yes,,,Km2,,,,Daintree,2019,1,27,2019,2,9,3,,9900,,9900,,635000,2000000,100
2019-0366-AUT,2019,0366,Natural,Meteorological,Extreme temperature,Heat wave,,,Waiting,Austria,AUT,Western Europe,Europe,,,,,,,,,,°C,,,,,2019,7,24,2019,7,26,1,,,,,,,,100
2019-0049-BDI,2019,0049,Natural,Hydrological,Flood,,,,Kill,Burundi,BDI,Eastern Africa,Africa,"Nyakabiga, Musaga, Kanyosha, Buterere,Kinama",Heavy rains,,,,,,,,Km2,,,,,2019,1,17,2019,1,21,10,,,,,,,,100
2019-0296-BEL,2019,0296,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Belgium,BEL,Western Europe,Europe,,,,,,,,,35,°C,,,,,2019,6,21,2020,7,1,128,,,,,,,,100
2019-0366-BEL,2019,0366,Natural,Meteorological,Extreme temperature,Heat wave,,,Waiting,Belgium,BEL,Western Europe,Europe,,,,,,,,,41,°C,,,39.7,,2019,7,19,2019,7,27,400,,,,,,,,100
2019-0144-BGD,2019,0144,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,Bangladesh,BGD,Southern Asia,Asia,Dhaka,,,,,,,,,Kph,,,,,2019,3,31,2019,3,31,15,,,,,,,,100
2019-0304-BGD,2019,0304,Natural,Hydrological,Landslide,Landslide,,,Affected,Bangladesh,BGD,Southern Asia,Asia,Cox’s Bazar (Chittagong Division),Mosoon rains,,,,,,,,,,,,,2019,7,2,2019,7,8,2,16,18000,,18016,,,,100
2019-0164-BGD,2019,0164,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Fani',Kill,Bangladesh,BGD,Southern Asia,Asia,"Barguna, Kishoreganj,Noakhali, Laxmipur, Feni, Chandpur, Bhola, Patuakhali, Barishal, Pirozpur, Jhalokathi, Bagherhat, Khulna, Satkhira districts",,,,,,,,200,Kph,,,,,2019,5,4,2019,5,4,39,45,,10000,10045,,,,100
2019-0412-BHS,2019,0412,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Dorian',Kill,Bahamas (the),BHS,Caribbean,Americas,"Great Abaco, Grand Bahama",,,,,,,,298,Kph,,,,,2019,9,1,2019,9,4,370,,15000,,15000,,,7000000,100
2019-0194-BIH,2019,0194,Natural,Hydrological,Flood,,,,Declar,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Lukavac, Banovici, Tešanj, Doboj Jug, Sanski Most, Bosanska Krupa, Prijedor, Cazin, Usora, Kljuc, Teslic",,,,,,Yes,,,Km2,,,,"Sana, Una, Usora Rivers",2019,5,12,2019,5,13,1,,600,,600,,,,100
2019-0358-BOL,2019,0358,Natural,Geophysical,Volcanic activity,Ash fall,,Ubinas,Affected,Bolivia (Plurinational State of),BOL,South America,Americas,"Lake Titicaca on the Peru-Bolivia border, La Paz department",,,,,,,,,,,,,,2019,7,19,2019,7,23,,,3000,,3000,,,,100
2019-0428-BOL,2019,0428,Natural,Climatological,Wildfire,Forest fire,,,SigDis,Bolivia (Plurinational State of),BOL,South America,Americas,"Santa Cruz, Beni, La Paz departments",,,,,,,,,Km2,,,,,2019,1,,2019,8,,,,,,,,,,100
2019-0092-BOL,2019,0092,Natural,Hydrological,Landslide,Mudslide,,,Kill,Bolivia (Plurinational State of),BOL,South America,Americas,"Cochabamba, Beni, La Paz, Potosi, Chuquisaca, Tarija and Pando",Torrential rains,,,,,,,,,,,,,2019,2,2,2019,2,4,23,,,,,,,,100
2019-0037-BOL,2019,0037,Natural,Hydrological,Flood,,,,Affected,Bolivia (Plurinational State of),BOL,South America,Americas,"Santa Cruz, Cochabamba, Tarija, Potosi, northern part of La Paz",Heavy rains,,,,,Yes,,,Km2,,,,,2019,1,16,2019,1,16,,,14000,,14000,,,,100
2019-0309-BRA,2019,0309,Natural,Hydrological,Flood,Flash flood,,,Affected,Brazil,BRA,South America,Americas,Pernambuco state,Heavy rains,,,,,,,,Km2,,,,,2019,6,13,2019,6,13,7,,30000,,30000,,,,100
2019-0428-BRA,2019,0428,Natural,Climatological,Wildfire,Forest fire,,,SigDis,Brazil,BRA,South America,Americas,,,,,,,,,,Km2,,,,,2019,1,,2019,8,,,,,,,,,,100
2019-0524-CAF,2019,0524,Natural,Hydrological,Flood,,,,Affected,Central African Republic,CAF,Middle Africa,Africa,Bangui,Heavy and non-stop rains,,,,,,,,Km2,,,,Oubangui,2019,10,29,2019,11,13,,,20000,,20000,,,,100
2019-0023-CHL,2019,0023,Natural,Geophysical,Earthquake,Ground movement,,,Waiting,Chile,CHL,South America,Americas,Coquimbo,,,,,,,,7,Richter,-30.074,-71.423,21:32,,2019,1,19,2019,1,19,2,,780,,780,,,,100
2019-0091-CHL,2019,0091,Natural,Hydrological,Flood,,,,Affected,Chile,CHL,South America,Americas,"Arica y Parinacota, Tarapacá, Antofagasta regions",Torrential rains,,,,,,,272110,Km2,-21.965,-69.245,,,2019,2,1,2019,2,10,6,,600,,600,,,,100
2019-0291-CHN,2019,0291,Natural,Meteorological,Storm,Convective storm,Tornado,,--,China,CHN,Eastern Asia,Asia,Kaiyuan city (Liaoning Province),,,,,,,,,Kph,,,,,2019,7,3,2019,7,3,6,120,45000,,45120,,,145000,100
2019-0096-CHN,2019,0096,Natural,Geophysical,Earthquake,Ground movement,,,Kill,China,CHN,Eastern Asia,Asia,Sichuan Province,,,,,,,,5,Richter,29.498,104.632,13:15,,2019,2,25,2019,2,25,2,12,32733,27,32772,,,2000,100
2019-0259-CHN,2019,0259,Natural,Geophysical,Earthquake,Ground movement,,,Kill,China,CHN,Eastern Asia,Asia,Yibin (Sichuan province),,,,,,,,6,Richter,28.405,104.957,22:55,,2019,6,17,2019,6,17,13,220,244000,,244220,,,1300000,100
2019-0425-CHN,2019,0425,Natural,Geophysical,Earthquake,Ground movement,,,Affected,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,5,Richter,29.573,105.064,06:42,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,100
2019-0520-CHN,2019,0520,Natural,Geophysical,Earthquake,Ground movement,,,Affected,China,CHN,Eastern Asia,Asia,Neijiang (Sichuan Province),,,,,,,,5,Richter,29.573,105.064,06:42,,2019,9,8,2019,9,8,1,63,15123,396,15582,,,,100
2019-0381-CHN,2019,0381,Natural,Hydrological,Flood,Flash flood,,,Kill,China,CHN,Eastern Asia,Asia,Duobi Gorge in Hefeng County (Hubei province),Heavy rains,,,,,,,,Km2,,,,,2019,8,4,2019,8,5,13,61,15800,,15861,,,,100
2019-0469-CHN,2019,0469,Natural,Hydrological,Flood,Riverine flood,,,Affected,China,CHN,Eastern Asia,Asia,Heilongjiang province,Heavy rains,,,,,,,,Km2,,,,Ashi River,2019,7,29,2019,8,1,,,11400,,11400,,,315000,100
2019-0367-CHN,2019,0367,Natural,Hydrological,Landslide,Landslide,,,Kill,China,CHN,Eastern Asia,Asia,Shuicheng County (Guizhou Province),Heavy rains,,,,,,,,,,,,,2019,7,23,2019,7,23,51,,40,,40,,,,100
2019-0424-CHN,2019,0424,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Lingling',Affected,China,CHN,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2019,9,5,2019,9,8,,,,,,,,131000,100
2019-0472-CHN,2019,0472,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Mitag',Affected,China,CHN,Eastern Asia,Asia,Zhoushan,,,,,,,,,Kph,,,,,2019,10,2,2019,10,2,3,,,,,,,263000,100
2019-0134-CHN,2019,0134,Natural,Climatological,Wildfire,Forest fire,,,Kill,China,CHN,Eastern Asia,Asia,Liangshan (Sichan province),,,,,,,,,Km2,,,,,2019,4,1,2019,4,1,30,,,,,,,,100
2019-0400-CHN,2019,0400,Natural,Hydrological,Landslide,Mudslide,,,Kill,China,CHN,Eastern Asia,Asia,Wenchuan county (Sichuan province),Heavy rains,,,,,,,,,,,,,2019,8,19,2019,8,20,38,6,6600,,6606,,,200000,100
2019-0161-CHN,2019,0161,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,Shenzhen City (Guangdong Province),Heavy rains,,,,,,,,Km2,,,,,2019,4,11,2019,4,12,11,,,,,,,,100
2019-0209-CHN,2019,0209,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,"Yunnan, Guizhou, Guangxi, Hunan, Guangdong, Jiangxi, Zhejiang, Fujian, Chongqing provinces",Heavy rains,,,,,,,,Km2,,,,,2019,6,13,2019,7,1,300,,4500000,,4500000,,700000,6200000,100
2019-0333-CHN,2019,0333,Natural,Hydrological,Flood,,,,Kill,China,CHN,Eastern Asia,Asia,"Zhejiang, Fujian, Jiangxi, Hunan, Guangdong, Yunnan, Sichuan provinces, Guangxi Zhuang Autonomous Region, Tibet Autonomous Region",,,,,,,,,Km2,,,,,2019,7,15,2019,7,15,17,,360000,,360000,,,,100
2019-0211-COG,2019,0211,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Congo (the),COG,Middle Africa,Africa,"Haut-Katanga, South Kivu, Tanganyika, Haut-Lomami, North Kivu",,,,,,,,350000,Vaccinated,,,,,2019,1,,2019,6,,260,12000,,,12000,,,,100
2019-0079-COG,2019,0079,Natural,Biological,Epidemic,Viral disease,,Measles,Affected,Congo (the),COG,Middle Africa,Africa,"Haut Lomami, Lualaba, Thsopo, Kasai, Tanganyika",,,,,,,,,Vaccinated,,,,,2019,1,,2019,2,,,,16246,,16246,,,,100
2019-0212-COG,2019,0212,Natural,Biological,Epidemic,Viral disease,,Measles,Kill,Congo (the),COG,Middle Africa,Africa,North Kivu and Ituri provinces,,,,,,Yes,,,Vaccinated,,,,,2019,1,,2019,9,,3559,180000,,,180000,,,,100
2019-0455-COL,2019,0455,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Colombia,COL,South America,Americas,"Meta, Tolima, Huila, Santander, Norte de Santander, Casanare, Cesar, Antioquia,",,,,,,,,,Vaccinated,,,,,2019,1,,2019,8,31,169,79639,,,79639,,,,100
2019-0075-COL,2019,0075,Natural,Hydrological,Flood,,,,Affected,Colombia,COL,South America,Americas,"Condoto, Tadó, Cértegui, Andagoya, Río Iró e Istmina municipalities (Chocó department)",Heavy rains,,,,,,,,Km2,,,,"San Juan, Iró, Condoto, Cértegui , Quito rivers",2019,2,20,2019,2,26,,,9000,,9000,,,,100
2019-0175-COL,2019,0175,Natural,Hydrological,Landslide,,,,Kill,Colombia,COL,South America,Americas,Rosas (Cauca department) - Barbacoas municapility (Narino department),Heavy rains,,,,,,,,,,,,,2019,4,21,2019,4,21,32,,,,,,,,100
2019-0338-CRI,2019,0338,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Costa Rica,CRI,Central America,Americas,"North Central, Huetar Caribe",,,,,,,,,Vaccinated,,,,,2019,1,,2019,8,9,,4852,,,4852,,,,100
2019-0025-CUB,2019,0025,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,Cuba,CUB,Caribbean,Americas,"Cerro, 10 de Octubre,Guanabacoa, Regla, San Miguel del Padron (la Havana)",,,,,,,,300,Kph,,,,,2019,1,27,2019,1,28,6,195,9916,,10111,,,,100
2019-0001-DEU,2019,0001,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Declar,Germany,DEU,Western Europe,Europe,Bavaria,,,,,,,,,Kph,,,,,2019,1,5,2019,1,17,1,,,,,,,,100
2019-0296-DEU,2019,0296,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Germany,DEU,Western Europe,Europe,,,,,,,,,39,°C,,,,,2019,6,24,2019,6,30,4,,,,,,,,100
2019-0366-DEU,2019,0366,Natural,Meteorological,Extreme temperature,Heat wave,,,Waiting,Germany,DEU,Western Europe,Europe,,,,,,,,,42,°C,,,,,2019,7,24,2019,7,25,,,,,,,,,100
2019-0456-DOM,2019,0456,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Dominican Republic (the),DOM,Caribbean,Americas,"Barahona, Independencia, Santo Domingo",,,,,,Yes,,,Vaccinated,,,,,2019,9,30,2019,9,30,34,16907,,,16907,,,,100
